task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gen_tokens,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gpu_peak_mb,hf_load_ms
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,57,171,False,,0,prefill,ok,,1766545327.920446,9,4.488400000127513,4.451327800750732,234.91360000002715,234.8574676513672,0,,,,,96.08832,4.488400000127513,4.451327800750732,9,2005.1688797220202,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,57,172,False,,0,kv_decode,ok,,1766545327.920446,9,4.488400000127513,4.451327800750732,234.91360000002715,234.8574676513672,64,,,,,96.08832,234.91360000002715,234.8574676513672,64,272.4405909236102,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,57,173,False,,0,e2e_kv,ok,,1766545327.920446,9,4.488400000127513,4.451327800750732,234.91360000002715,234.8574676513672,64,,,,,96.08832,239.40200000015466,239.30879545211792,73,304.9264417170819,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,58,174,False,,1,prefill,ok,,1766545328.1604517,9,4.440499999873282,4.396031856536865,260.8656999998402,260.8431701660156,0,,,,,96.08832,4.440499999873282,4.396031856536865,9,2026.7987839785683,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,58,175,False,,1,kv_decode,ok,,1766545328.1604517,9,4.440499999873282,4.396031856536865,260.8656999998402,260.8431701660156,64,,,,,96.08832,260.8656999998402,260.8431701660156,64,245.33696840956554,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,58,176,False,,1,e2e_kv,ok,,1766545328.1604517,9,4.440499999873282,4.396031856536865,260.8656999998402,260.8431701660156,64,,,,,96.08832,265.3061999997135,265.2392020225525,73,275.153765724581,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,59,177,False,,2,prefill,ok,,1766545328.4263735,9,3.939299999956347,3.9075839519500732,260.15879999999925,260.136962890625,0,,,,,96.08832,3.939299999956347,3.9075839519500732,9,2284.669865229795,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,59,178,False,,2,kv_decode,ok,,1766545328.4263735,9,3.939299999956347,3.9075839519500732,260.15879999999925,260.136962890625,64,,,,,96.08832,260.15879999999925,260.136962890625,64,246.00359472752868,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,59,179,False,,2,e2e_kv,ok,,1766545328.4263735,9,3.939299999956347,3.9075839519500732,260.15879999999925,260.136962890625,64,,,,,96.08832,264.0980999999556,264.0445468425751,73,276.4124391656444,489.1572265625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,60,180,True,0,,prefill,ok,,1766545328.6910045,17,2.7408000000832544,2.6922879219055176,170.21289999979672,170.17625427246094,0,,,,,25.016064,2.7408000000832544,2.6922879219055176,17,6202.568592923091,539.3515625,263.9495999999326
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,60,181,True,0,,kv_decode,ok,,1766545328.6910045,17,2.7408000000832544,2.6922879219055176,170.21289999979672,170.17625427246094,64,,,,,25.016064,170.21289999979672,170.17625427246094,64,375.9997039006822,539.3515625,263.9495999999326
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,60,182,True,0,,e2e_kv,ok,,1766545328.6910045,17,2.7408000000832544,2.6922879219055176,170.21289999979672,170.17625427246094,64,,,,,25.016064,172.95369999987997,172.86854219436646,81,468.3334325895093,539.3515625,263.9495999999326
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,61,183,False,,0,prefill,ok,,1766545329.128564,17,4.701999999952022,4.624159812927246,199.25790000002053,199.23455810546875,0,,,,,25.016064,4.701999999952022,4.624159812927246,17,3615.482773324854,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,61,184,False,,0,kv_decode,ok,,1766545329.128564,17,4.701999999952022,4.624159812927246,199.25790000002053,199.23455810546875,64,,,,,25.016064,199.25790000002053,199.23455810546875,64,321.19178210747685,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,61,185,False,,0,e2e_kv,ok,,1766545329.128564,17,4.701999999952022,4.624159812927246,199.25790000002053,199.23455810546875,64,,,,,25.016064,203.95989999997255,203.858717918396,81,397.1368881824854,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,62,186,False,,1,prefill,ok,,1766545329.3330958,17,2.1317000000635744,2.100032091140747,190.65099999988888,190.5848388671875,0,,,,,25.016064,2.1317000000635744,2.100032091140747,17,7974.855748694939,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,62,187,False,,1,kv_decode,ok,,1766545329.3330958,17,2.1317000000635744,2.100032091140747,190.65099999988888,190.5848388671875,64,,,,,25.016064,190.65099999988888,190.5848388671875,64,335.69191874177056,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,62,188,False,,1,e2e_kv,ok,,1766545329.3330958,17,2.1317000000635744,2.100032091140747,190.65099999988888,190.5848388671875,64,,,,,25.016064,192.78269999995246,192.68487095832825,81,420.1621826025882,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,63,189,False,,2,prefill,ok,,1766545329.5267136,17,3.946799999994255,3.866624116897583,207.2089999999207,207.0108184814453,0,,,,,25.016064,3.946799999994255,3.866624116897583,17,4307.286915988838,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,63,190,False,,2,kv_decode,ok,,1766545329.5267136,17,3.946799999994255,3.866624116897583,207.2089999999207,207.0108184814453,64,,,,,25.016064,207.2089999999207,207.0108184814453,64,308.8668928474366,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,63,191,False,,2,e2e_kv,ok,,1766545329.5267136,17,3.946799999994255,3.866624116897583,207.2089999999207,207.0108184814453,64,,,,,25.016064,211.15579999991496,210.8774425983429,81,383.603007826603,539.3515625,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,64,192,True,0,,prefill,ok,,1766545329.738769,1,3.7506999999550317,3.699712038040161,190.9550999998828,190.89013671875,0,,,,,25.016064,3.7506999999550317,3.699712038040161,1,266.61689818220316,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,64,193,True,0,,kv_decode,ok,,1766545329.738769,1,3.7506999999550317,3.699712038040161,190.9550999998828,190.89013671875,64,,,,,25.016064,190.9550999998828,190.89013671875,64,335.157322323621,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,64,194,True,0,,e2e_kv,ok,,1766545329.738769,1,3.7506999999550317,3.699712038040161,190.9550999998828,190.89013671875,64,,,,,25.016064,194.70579999983784,194.58984875679016,65,333.8369992062596,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,65,195,False,,0,prefill,ok,,1766545329.93407,1,3.9157999999588355,3.853408098220825,218.79500000000007,218.7509765625,0,,,,,25.016064,3.9157999999588355,3.853408098220825,1,255.3756575950029,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,65,196,False,,0,kv_decode,ok,,1766545329.93407,1,3.9157999999588355,3.853408098220825,218.79500000000007,218.7509765625,64,,,,,25.016064,218.79500000000007,218.7509765625,64,292.5112548275782,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,65,197,False,,0,e2e_kv,ok,,1766545329.93407,1,3.9157999999588355,3.853408098220825,218.79500000000007,218.7509765625,64,,,,,25.016064,222.7107999999589,222.60438466072083,65,291.85832029704886,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,66,198,False,,1,prefill,ok,,1766545330.157248,1,1.8082999999933236,1.7756160497665405,213.19489999996222,213.14968872070312,0,,,,,25.016064,1.8082999999933236,1.7756160497665405,1,553.0055853584538,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,66,199,False,,1,kv_decode,ok,,1766545330.157248,1,1.8082999999933236,1.7756160497665405,213.19489999996222,213.14968872070312,64,,,,,25.016064,213.19489999996222,213.14968872070312,64,300.1947982808751,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,66,200,False,,1,e2e_kv,ok,,1766545330.157248,1,1.8082999999933236,1.7756160497665405,213.19489999996222,213.14968872070312,64,,,,,25.016064,215.00319999995554,214.92530477046967,65,302.32108173279954,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,67,201,False,,2,prefill,ok,,1766545330.3728125,1,3.7615000001096632,3.708928108215332,176.68670000011844,176.6440887451172,0,,,,,25.016064,3.7615000001096632,3.708928108215332,1,265.85138906575725,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,67,202,False,,2,kv_decode,ok,,1766545330.3728125,1,3.7615000001096632,3.708928108215332,176.68670000011844,176.6440887451172,64,,,,,25.016064,176.68670000011844,176.6440887451172,64,362.2230762131904,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,67,203,False,,2,e2e_kv,ok,,1766545330.3728125,1,3.7615000001096632,3.708928108215332,176.68670000011844,176.6440887451172,64,,,,,25.016064,180.4482000002281,180.35301685333252,65,360.21417780791296,537.74755859375,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,68,204,True,0,,prefill,ok,,1766545330.5537758,9,34.149200000001656,,643.126200000097,,0,,,,,25.016064,34.149200000001656,,9,263.54936572451373,,124.22310000010839
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,68,205,True,0,,kv_decode,ok,,1766545330.5537758,9,34.149200000001656,,643.126200000097,,64,,,,,25.016064,643.126200000097,,64,99.51390566888792,,124.22310000010839
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,68,206,True,0,,e2e_kv,ok,,1766545330.5537758,9,34.149200000001656,,643.126200000097,,64,,,,,25.016064,677.2754000000987,,73,107.78480954717884,,124.22310000010839
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,69,207,False,,0,prefill,ok,,1766545331.3556905,9,13.391799999908471,,699.2640999999367,,0,,,,,25.016064,13.391799999908471,,9,672.0530473918004,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,69,208,False,,0,kv_decode,ok,,1766545331.3556905,9,13.391799999908471,,699.2640999999367,,64,,,,,25.016064,699.2640999999367,,64,91.52479013294948,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,69,209,False,,0,e2e_kv,ok,,1766545331.3556905,9,13.391799999908471,,699.2640999999367,,64,,,,,25.016064,712.6558999998451,,73,102.43372713256967,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,70,210,False,,1,prefill,ok,,1766545332.0691836,9,17.71780000012768,,711.319900000035,,0,,,,,25.016064,17.71780000012768,,9,507.96374267319544,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,70,211,False,,1,kv_decode,ok,,1766545332.0691836,9,17.71780000012768,,711.319900000035,,64,,,,,25.016064,711.319900000035,,64,89.97358291255011,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,70,212,False,,1,e2e_kv,ok,,1766545332.0691836,9,17.71780000012768,,711.319900000035,,64,,,,,25.016064,729.0377000001627,,73,100.13199591733557,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,71,213,False,,2,prefill,ok,,1766545332.79862,9,12.785399999984293,,711.1927000000833,,0,,,,,25.016064,12.785399999984293,,9,703.927917782084,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,71,214,False,,2,kv_decode,ok,,1766545332.79862,9,12.785399999984293,,711.1927000000833,,64,,,,,25.016064,711.1927000000833,,64,89.98967509086145,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,71,215,False,,2,e2e_kv,ok,,1766545332.79862,9,12.785399999984293,,711.1927000000833,,64,,,,,25.016064,723.9781000000676,,73,100.83177930381207,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,72,216,True,0,,prefill,ok,,1766545333.5231392,17,701.614999999947,,1834.1579999998885,,0,,,,,96.08832,701.614999999947,,17,24.229812646538747,,371.69010000002345
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,72,217,True,0,,kv_decode,ok,,1766545333.5231392,17,701.614999999947,,1834.1579999998885,,64,,,,,96.08832,1834.1579999998885,,64,34.89339522549523,,371.69010000002345
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,72,218,True,0,,e2e_kv,ok,,1766545333.5231392,17,701.614999999947,,1834.1579999998885,,64,,,,,96.08832,2535.7729999998355,,81,31.942922335715878,,371.69010000002345
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,73,219,False,,0,prefill,ok,,1766545336.431769,17,30.708699999877354,,1492.401799999925,,0,,,,,96.08832,30.708699999877354,,17,553.5890480569967,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,73,220,False,,0,kv_decode,ok,,1766545336.431769,17,30.708699999877354,,1492.401799999925,,64,,,,,96.08832,1492.401799999925,,64,42.88389360023769,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,73,221,False,,0,e2e_kv,ok,,1766545336.431769,17,30.708699999877354,,1492.401799999925,,64,,,,,96.08832,1523.1104999998024,,81,53.180645790315616,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,74,222,False,,1,prefill,ok,,1766545337.955335,17,34.03510000021015,,1398.3111999998528,,0,,,,,96.08832,34.03510000021015,,17,499.4843558530762,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,74,223,False,,1,kv_decode,ok,,1766545337.955335,17,34.03510000021015,,1398.3111999998528,,64,,,,,96.08832,1398.3111999998528,,64,45.76949680443577,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,74,224,False,,1,e2e_kv,ok,,1766545337.955335,17,34.03510000021015,,1398.3111999998528,,64,,,,,96.08832,1432.346300000063,,81,56.55057020777478,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,75,225,False,,2,prefill,ok,,1766545339.3881423,17,30.690099999901577,,1302.7455000001282,,0,,,,,96.08832,30.690099999901577,,17,553.9245554773207,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,75,226,False,,2,kv_decode,ok,,1766545339.3881423,17,30.690099999901577,,1302.7455000001282,,64,,,,,96.08832,1302.7455000001282,,64,49.127016750388854,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,75,227,False,,2,e2e_kv,ok,,1766545339.3881423,17,30.690099999901577,,1302.7455000001282,,64,,,,,96.08832,1333.4356000000298,,81,60.7453408323568,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,76,228,True,0,,prefill,ok,,1766545340.7222335,1,18.162200000006123,,724.0951999999652,,0,,,,,45.1712,18.162200000006123,,1,55.05940910240295,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,76,229,True,0,,kv_decode,ok,,1766545340.7222335,1,18.162200000006123,,724.0951999999652,,64,,,,,45.1712,724.0951999999652,,64,88.38616800664205,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,76,230,True,0,,e2e_kv,ok,,1766545340.7222335,1,18.162200000006123,,724.0951999999652,,64,,,,,45.1712,742.2573999999713,,65,87.57069986773121,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,77,231,False,,0,prefill,ok,,1766545341.4649332,1,9.116899999980888,,680.6209999999737,,0,,,,,45.1712,9.116899999980888,,1,109.68640656386451,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,77,232,False,,0,kv_decode,ok,,1766545341.4649332,1,9.116899999980888,,680.6209999999737,,64,,,,,45.1712,680.6209999999737,,64,94.03177392411118,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,77,233,False,,0,e2e_kv,ok,,1766545341.4649332,1,9.116899999980888,,680.6209999999737,,64,,,,,45.1712,689.7378999999546,,65,94.23869559727584,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,78,234,False,,1,prefill,ok,,1766545342.1550226,1,10.133700000096724,,684.8895999999058,,0,,,,,45.1712,10.133700000096724,,1,98.68063984432688,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,78,235,False,,1,kv_decode,ok,,1766545342.1550226,1,10.133700000096724,,684.8895999999058,,64,,,,,45.1712,684.8895999999058,,64,93.44571738278519,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,78,236,False,,1,e2e_kv,ok,,1766545342.1550226,1,10.133700000096724,,684.8895999999058,,64,,,,,45.1712,695.0233000000026,,65,93.52204451275196,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,79,237,False,,2,prefill,ok,,1766545342.850445,1,10.764600000129576,,694.9850000000879,,0,,,,,45.1712,10.764600000129576,,1,92.89708860412489,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,79,238,False,,2,kv_decode,ok,,1766545342.850445,1,10.764600000129576,,694.9850000000879,,64,,,,,45.1712,694.9850000000879,,64,92.0883184529046,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,79,239,False,,2,e2e_kv,ok,,1766545342.850445,1,10.764600000129576,,694.9850000000879,,64,,,,,45.1712,705.7496000002175,,65,92.1006543963751,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,80,240,True,0,,prefill,ok,,1766545343.5566916,9,24.922800000013012,,1375.2246999999898,,0,,,,,96.08832,24.922800000013012,,9,361.1151235011837,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,80,241,True,0,,kv_decode,ok,,1766545343.5566916,9,24.922800000013012,,1375.2246999999898,,64,,,,,96.08832,1375.2246999999898,,64,46.53784941471781,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,80,242,True,0,,e2e_kv,ok,,1766545343.5566916,9,24.922800000013012,,1375.2246999999898,,64,,,,,96.08832,1400.1475000000028,,73,52.137364099139454,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,81,243,False,,0,prefill,ok,,1766545344.9573429,9,32.07050000014533,,1612.1146000000408,,0,,,,,96.08832,32.07050000014533,,9,280.6317332114939,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,81,244,False,,0,kv_decode,ok,,1766545344.9573429,9,32.07050000014533,,1612.1146000000408,,64,,,,,96.08832,1612.1146000000408,,64,39.699410947583,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,81,245,False,,0,e2e_kv,ok,,1766545344.9573429,9,32.07050000014533,,1612.1146000000408,,64,,,,,96.08832,1644.1851000001861,,73,44.39889401746296,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,82,246,False,,1,prefill,ok,,1766545346.601885,9,24.909700000080193,,1250.856399999975,,0,,,,,96.08832,24.909700000080193,,9,361.3050337808575,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,82,247,False,,1,kv_decode,ok,,1766545346.601885,9,24.909700000080193,,1250.856399999975,,64,,,,,96.08832,1250.856399999975,,64,51.164945872284996,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,82,248,False,,1,e2e_kv,ok,,1766545346.601885,9,24.909700000080193,,1250.856399999975,,64,,,,,96.08832,1275.7661000000553,,73,57.22052028188932,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,83,249,False,,2,prefill,ok,,1766545347.8780167,9,20.797900000161462,,1252.334000000019,,0,,,,,96.08832,20.797900000161462,,9,432.7359973809918,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,83,250,False,,2,kv_decode,ok,,1766545347.8780167,9,20.797900000161462,,1252.334000000019,,64,,,,,96.08832,1252.334000000019,,64,51.10457753282993,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,83,251,False,,2,e2e_kv,ok,,1766545347.8780167,9,20.797900000161462,,1252.334000000019,,64,,,,,96.08832,1273.1319000001804,,73,57.33891358781416,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,84,252,True,0,,prefill,ok,,1766545349.151774,1,17.15169999988575,,1248.5681000000568,,0,,,,,96.08832,17.15169999988575,,1,58.303258569509794,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,84,253,True,0,,kv_decode,ok,,1766545349.151774,1,17.15169999988575,,1248.5681000000568,,64,,,,,96.08832,1248.5681000000568,,64,51.25871788651103,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,84,254,True,0,,e2e_kv,ok,,1766545349.151774,1,17.15169999988575,,1248.5681000000568,,64,,,,,96.08832,1265.7197999999426,,65,51.35417807322201,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,85,255,False,,0,prefill,ok,,1766545350.4180713,1,19.61699999992561,,1250.524900000073,,0,,,,,96.08832,19.61699999992561,,1,50.97619411754051,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,85,256,False,,0,kv_decode,ok,,1766545350.4180713,1,19.61699999992561,,1250.524900000073,,64,,,,,96.08832,1250.524900000073,,64,51.178509120447146,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,85,257,False,,0,e2e_kv,ok,,1766545350.4180713,1,19.61699999992561,,1250.524900000073,,64,,,,,96.08832,1270.1418999999987,,65,51.17538441964639,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,86,258,False,,1,prefill,ok,,1766545351.6886208,1,18.213299999843002,,1265.02070000015,,0,,,,,96.08832,18.213299999843002,,1,54.904932110524726,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,86,259,False,,1,kv_decode,ok,,1766545351.6886208,1,18.213299999843002,,1265.02070000015,,64,,,,,96.08832,1265.02070000015,,64,50.59205750545616,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,86,260,False,,1,e2e_kv,ok,,1766545351.6886208,1,18.213299999843002,,1265.02070000015,,64,,,,,96.08832,1283.233999999993,,65,50.653271344119894,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,87,261,False,,2,prefill,ok,,1766545352.9723911,1,17.711499999904845,,1215.8014999999978,,0,,,,,96.08832,17.711499999904845,,1,56.46049177118666,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,87,262,False,,2,kv_decode,ok,,1766545352.9723911,1,17.711499999904845,,1215.8014999999978,,64,,,,,96.08832,1215.8014999999978,,64,52.64017193596168,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Hello,5,64,87,263,False,,2,e2e_kv,ok,,1766545352.9723911,1,17.711499999904845,,1215.8014999999978,,64,,,,,96.08832,1233.5129999999026,,65,52.695026319143075,,
