task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,batch_size_config,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,batch_size,seq_len,prompt_tokens_raw,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens_raw,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gen_tokens
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,26,80,False,,1,e2e_kv,ok,,1766554161.774883,1,,17,2.3405,,91.5725,122.09666666666668,1.9077604166666668,,48,64,310.4787000011129,285.0565,159.7607,stop,268.1,124.43716666666668,,81,650.9309249782018,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,27,81,False,,2,prefill,ok,,1766554162.0855298,1,,17,2.371,,92.6226,123.49680000000001,1.9296375000000001,,48,64,300.51559999992605,270.5346,143.1737,stop,268.1,2.371,,17,7169.970476592156,0
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,27,82,False,,2,kv_decode,ok,,1766554162.0855298,1,,17,2.371,,92.6226,123.49680000000001,1.9296375000000001,,48,64,300.51559999992605,270.5346,143.1737,stop,268.1,123.49680000000001,,64,518.2320513567963,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,27,83,False,,2,e2e_kv,ok,,1766554162.0855298,1,,17,2.371,,92.6226,123.49680000000001,1.9296375000000001,,48,64,300.51559999992605,270.5346,143.1737,stop,268.1,125.8678,,81,643.5323410753186,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,28,84,False,,3,prefill,ok,,1766554162.3861892,1,,17,2.8648,,90.4485,120.598,1.88434375,,48,64,292.1311999998579,270.8403,137.1683,stop,268.1,2.8648,,17,5934.096621055572,0
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,28,85,False,,3,kv_decode,ok,,1766554162.3861892,1,,17,2.8648,,90.4485,120.598,1.88434375,,48,64,292.1311999998579,270.8403,137.1683,stop,268.1,120.598,,64,530.6887344732086,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,28,86,False,,3,e2e_kv,ok,,1766554162.3861892,1,,17,2.8648,,90.4485,120.598,1.88434375,,48,64,292.1311999998579,270.8403,137.1683,stop,268.1,123.4628,,81,656.0680626067124,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,29,87,False,,4,prefill,ok,,1766554162.6784422,1,,17,3.0576,,95.2041,126.9388,1.98341875,,48,64,286.3171000008151,264.7837,140.3458,stop,268.1,3.0576,,17,5559.916274201989,0
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,29,88,False,,4,kv_decode,ok,,1766554162.6784422,1,,17,3.0576,,95.2041,126.9388,1.98341875,,48,64,286.3171000008151,264.7837,140.3458,stop,268.1,126.9388,,64,504.17996703923467,64
4,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,1,29,89,False,,4,e2e_kv,ok,,1766554162.6784422,1,,17,3.0576,,95.2041,126.9388,1.98341875,,48,64,286.3171000008151,264.7837,140.3458,stop,268.1,129.9964,,81,623.0941779926214,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,30,90,True,0,,prefill,ok,,1766554162.9649317,1,,25,18.4851,,516.3649,516.3649,8.0682015625,,64,64,874.7299000006024,871.8102,306.7569,length,4300.0,18.4851,,25,1352.4406143326246,0
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,30,91,True,0,,kv_decode,ok,,1766554162.9649317,1,,25,18.4851,,516.3649,516.3649,8.0682015625,,64,64,874.7299000006024,871.8102,306.7569,length,4300.0,516.3649,,64,123.9433586597385,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,30,92,True,0,,e2e_kv,ok,,1766554162.9649317,1,,25,18.4851,,516.3649,516.3649,8.0682015625,,64,64,874.7299000006024,871.8102,306.7569,length,4300.0,534.85,,89,166.40179489576516,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,31,93,False,,0,prefill,ok,,1766554163.8397934,1,,25,9.5263,,503.1092,503.1092,7.86108125,,64,64,865.6437999998161,838.929,290.4847,length,4300.0,9.5263,,25,2624.3137419564778,0
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,31,94,False,,0,kv_decode,ok,,1766554163.8397934,1,,25,9.5263,,503.1092,503.1092,7.86108125,,64,64,865.6437999998161,838.929,290.4847,length,4300.0,503.1092,,64,127.20896377963273,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,31,95,False,,0,e2e_kv,ok,,1766554163.8397934,1,,25,9.5263,,503.1092,503.1092,7.86108125,,64,64,865.6437999998161,838.929,290.4847,length,4300.0,512.6355,,89,173.61263509842763,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,32,96,False,,1,prefill,ok,,1766554164.7074323,1,,25,9.7444,,506.8591,506.8591,7.9196734375,,64,64,820.1468000006571,807.9645,258.974,length,4300.0,9.7444,,25,2565.576125774804,0
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,32,97,False,,1,kv_decode,ok,,1766554164.7074323,1,,25,9.7444,,506.8591,506.8591,7.9196734375,,64,64,820.1468000006571,807.9645,258.974,length,4300.0,506.8591,,64,126.2678326185719,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,32,98,False,,1,e2e_kv,ok,,1766554164.7074323,1,,25,9.7444,,506.8591,506.8591,7.9196734375,,64,64,820.1468000006571,807.9645,258.974,length,4300.0,516.6035,,89,172.27912702875605,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,33,99,False,,2,prefill,ok,,1766554165.5276966,1,,25,9.3728,,507.9475,507.9475,7.9366796875,,64,64,838.5109999999258,835.8742,289.6489,length,4300.0,9.3728,,25,2667.2925913280983,0
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,33,100,False,,2,kv_decode,ok,,1766554165.5276966,1,,25,9.3728,,507.9475,507.9475,7.9366796875,,64,64,838.5109999999258,835.8742,289.6489,length,4300.0,507.9475,,64,125.99727334025663,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,33,101,False,,2,e2e_kv,ok,,1766554165.5276966,1,,25,9.3728,,507.9475,507.9475,7.9366796875,,64,64,838.5109999999258,835.8742,289.6489,length,4300.0,517.3203,,89,172.0404167398805,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,34,102,False,,3,prefill,ok,,1766554166.3663304,1,,25,8.7628,,514.2779,514.2779,8.0355921875,,64,64,908.6175000011281,883.7022,327.1889,length,4300.0,8.7628,,25,2852.969370520838,0
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,34,103,False,,3,kv_decode,ok,,1766554166.3663304,1,,25,8.7628,,514.2779,514.2779,8.0355921875,,64,64,908.6175000011281,883.7022,327.1889,length,4300.0,514.2779,,64,124.44633533737303,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,34,104,False,,3,e2e_kv,ok,,1766554166.3663304,1,,25,8.7628,,514.2779,514.2779,8.0355921875,,64,64,908.6175000011281,883.7022,327.1889,length,4300.0,523.0407,,89,170.1588423233603,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,35,105,False,,4,prefill,ok,,1766554167.2751093,1,,25,9.4418,,513.5292,513.5292,8.02389375,,64,64,869.6388000007573,848.4497,298.949,length,4300.0,9.4418,,25,2647.800207587536,0
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,35,106,False,,4,kv_decode,ok,,1766554167.2751093,1,,25,9.4418,,513.5292,513.5292,8.02389375,,64,64,869.6388000007573,848.4497,298.949,length,4300.0,513.5292,,64,124.62777189690482,64
5,medium,ollama,ollama,gemma3:latest,ollama,4300.0,4300.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,35,107,False,,4,e2e_kv,ok,,1766554167.2751093,1,,25,9.4418,,513.5292,513.5292,8.02389375,,64,64,869.6388000007573,848.4497,298.949,length,4300.0,522.971,,89,170.18152058144716,64
