task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gen_tokens,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gpu_peak_mb,hf_load_ms
7,medium,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,31,93,False,,2,prefill,ok,,1766544661.5462644,27,11.8141,,729.8793,,0,975.0610000000961,957.7547,158.6349,length,11.8141,,27,2285.404728248449,,
7,medium,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,31,94,False,,2,kv_decode,ok,,1766544661.5462644,27,11.8141,,729.8793,,64,975.0610000000961,957.7547,158.6349,length,729.8793,,64,87.68573105169583,,
7,medium,ollama,ollama,llama3.1:8b-instruct-q4_0,ollama,8000.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,31,95,False,,2,e2e_kv,ok,,1766544661.5462644,27,11.8141,,729.8793,,64,975.0610000000961,957.7547,158.6349,length,741.6934,,91,122.6922067797826,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,32,96,True,0,,prefill,ok,,1766544662.5214846,17,7.7501,,82.7571,,0,298.3831999999893,275.0902,151.8141,stop,7.7501,,17,2193.5200836118247,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,32,97,True,0,,kv_decode,ok,,1766544662.5214846,17,7.7501,,82.7571,,37,298.3831999999893,275.0902,151.8141,stop,82.7571,,37,447.0915486405396,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,32,98,True,0,,e2e_kv,ok,,1766544662.5214846,17,7.7501,,82.7571,,37,298.3831999999893,275.0902,151.8141,stop,90.5072,,54,596.637615570916,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,33,99,False,,0,prefill,ok,,1766544662.8199935,17,2.0388,,101.9096,,0,328.4318999999414,286.8514,146.5187,stop,2.0388,,17,8338.238179321168,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,33,100,False,,0,kv_decode,ok,,1766544662.8199935,17,2.0388,,101.9096,,48,328.4318999999414,286.8514,146.5187,stop,101.9096,,48,471.0056756183912,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,33,101,False,,0,e2e_kv,ok,,1766544662.8199935,17,2.0388,,101.9096,,48,328.4318999999414,286.8514,146.5187,stop,103.94839999999999,,65,625.3102500856194,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,34,102,False,,1,prefill,ok,,1766544663.1485715,17,2.773,,103.4508,,0,321.2068000000272,296.2595,158.6201,stop,2.773,,17,6130.544536602956,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,34,103,False,,1,kv_decode,ok,,1766544663.1485715,17,2.773,,103.4508,,48,321.2068000000272,296.2595,158.6201,stop,103.4508,,48,463.98867867624034,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,34,104,False,,1,e2e_kv,ok,,1766544663.1485715,17,2.773,,103.4508,,48,321.2068000000272,296.2595,158.6201,stop,106.2238,,65,611.9155970695833,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,35,105,False,,2,prefill,ok,,1766544663.4699569,17,2.2432,,102.896,,0,314.65330000014546,301.5032,159.554,stop,2.2432,,17,7578.45934379458,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,35,106,False,,2,kv_decode,ok,,1766544663.4699569,17,2.2432,,102.896,,48,314.65330000014546,301.5032,159.554,stop,102.896,,48,466.4904369460426,,
8,short,ollama,ollama,gemma3:270m,ollama,270.0,Summarize RLHF in one sentence.,31,64,35,107,False,,2,e2e_kv,ok,,1766544663.4699569,17,2.2432,,102.896,,48,314.65330000014546,301.5032,159.554,stop,105.1392,,65,618.2280253226199,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,36,108,True,0,,prefill,ok,,1766544663.7847903,9,44.40049999993789,,1279.1759000001548,,0,,,,,44.40049999993789,,9,202.7004200405984,,238.56369999998606
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,36,109,True,0,,kv_decode,ok,,1766544663.7847903,9,44.40049999993789,,1279.1759000001548,,64,,,,,1279.1759000001548,,64,50.032212145329076,,238.56369999998606
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,36,110,True,0,,e2e_kv,ok,,1766544663.7847903,9,44.40049999993789,,1279.1759000001548,,64,,,,,1323.5764000000927,,73,55.15359748027759,,238.56369999998606
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,37,111,False,,0,prefill,ok,,1766544665.3476732,9,39.5727000000079,,1239.9339999999484,,0,,,,,39.5727000000079,,9,227.42951580251545,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,37,112,False,,0,kv_decode,ok,,1766544665.3476732,9,39.5727000000079,,1239.9339999999484,,64,,,,,1239.9339999999484,,64,51.615650510432545,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,37,113,False,,0,e2e_kv,ok,,1766544665.3476732,9,39.5727000000079,,1239.9339999999484,,64,,,,,1279.5066999999563,,73,57.053237782969404,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,38,114,False,,1,prefill,ok,,1766544666.6277127,9,38.90980000005584,,1226.9154000000526,,0,,,,,38.90980000005584,,9,231.30419585778094,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,38,115,False,,1,kv_decode,ok,,1766544666.6277127,9,38.90980000005584,,1226.9154000000526,,64,,,,,1226.9154000000526,,64,52.1633357931584,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,38,116,False,,1,e2e_kv,ok,,1766544666.6277127,9,38.90980000005584,,1226.9154000000526,,64,,,,,1265.8252000001085,,73,57.669889965845,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,39,117,False,,2,prefill,ok,,1766544667.8941555,9,34.75290000005771,,1220.1998999998978,,0,,,,,34.75290000005771,,9,258.97119377044953,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,39,118,False,,2,kv_decode,ok,,1766544667.8941555,9,34.75290000005771,,1220.1998999998978,,64,,,,,1220.1998999998978,,64,52.450422262782816,,
9,short,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Summarize RLHF in one sentence.,31,64,39,119,False,,2,e2e_kv,ok,,1766544667.8941555,9,34.75290000005771,,1220.1998999998978,,64,,,,,1254.9527999999555,,73,58.169518407387585,,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,40,120,True,0,,prefill,ok,,1766544669.149812,1,14.606000000185304,14.050304412841797,248.13319999998384,248.0517120361328,0,,,,,14.606000000185304,14.050304412841797,1,68.46501437678441,379.8994140625,644.8665000000346
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,40,121,True,0,,kv_decode,ok,,1766544669.149812,1,14.606000000185304,14.050304412841797,248.13319999998384,248.0517120361328,64,,,,,248.13319999998384,248.0517120361328,64,257.92598491457073,379.8994140625,644.8665000000346
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,40,122,True,0,,e2e_kv,ok,,1766544669.149812,1,14.606000000185304,14.050304412841797,248.13319999998384,248.0517120361328,64,,,,,262.73920000016915,262.1020164489746,65,247.39361313408185,379.8994140625,644.8665000000346
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,41,123,False,,0,prefill,ok,,1766544670.05905,1,3.7668999998459185,3.717087984085083,189.994200000001,189.94371032714844,0,,,,,3.7668999998459185,3.717087984085083,1,265.47028061294543,379.8994140625,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,41,124,False,,0,kv_decode,ok,,1766544670.05905,1,3.7668999998459185,3.717087984085083,189.994200000001,189.94371032714844,64,,,,,189.994200000001,189.94371032714844,64,336.85238812553047,379.8994140625,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,41,125,False,,0,e2e_kv,ok,,1766544670.05905,1,3.7668999998459185,3.717087984085083,189.994200000001,189.94371032714844,64,,,,,193.76109999984692,193.66079831123352,65,335.46465208987433,379.8994140625,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,42,126,False,,1,prefill,ok,,1766544670.2534468,1,3.501200000073368,3.4526400566101074,249.6755999998186,249.65017700195312,0,,,,,3.501200000073368,3.4526400566101074,1,285.6163600991217,379.8994140625,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,42,127,False,,1,kv_decode,ok,,1766544670.2534468,1,3.501200000073368,3.4526400566101074,249.6755999998186,249.65017700195312,64,,,,,249.6755999998186,249.65017700195312,64,256.33261720427026,379.8994140625,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,42,128,False,,1,e2e_kv,ok,,1766544670.2534468,1,3.501200000073368,3.4526400566101074,249.6755999998186,249.65017700195312,64,,,,,253.17679999989195,253.10281705856323,65,256.7375841705391,379.8994140625,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,43,129,False,,2,prefill,ok,,1766544670.507238,1,3.576199999997698,3.5287039279937744,223.89880000014273,223.86688232421875,0,,,,,3.576199999997698,3.5287039279937744,1,279.62641910425697,379.8994140625,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,43,130,False,,2,kv_decode,ok,,1766544670.507238,1,3.576199999997698,3.5287039279937744,223.89880000014273,223.86688232421875,64,,,,,223.89880000014273,223.86688232421875,64,285.84342569035294,379.8994140625,
10,micro,hf_gpu_fp16,hf,models/gpt2-75m,hf,75.0,Hello,5,64,43,131,False,,2,e2e_kv,ok,,1766544670.507238,1,3.576199999997698,3.5287039279937744,223.89880000014273,223.86688232421875,64,,,,,227.47500000014043,227.39558625221252,65,285.7456863389817,379.8994140625,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,44,132,True,0,,prefill,ok,,1766544670.7354214,17,60.92820000003485,60.82236862182617,772.2445000001699,772.1922607421875,0,,,,,60.92820000003485,60.82236862182617,17,279.01694125200277,489.4736328125,480.3844000000481
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,44,133,True,0,,kv_decode,ok,,1766544670.7354214,17,60.92820000003485,60.82236862182617,772.2445000001699,772.1922607421875,64,,,,,772.2445000001699,772.1922607421875,64,82.87530697853585,489.4736328125,480.3844000000481
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,44,134,True,0,,e2e_kv,ok,,1766544670.7354214,17,60.92820000003485,60.82236862182617,772.2445000001699,772.1922607421875,64,,,,,833.1727000002047,833.0146293640137,81,97.2187398842762,489.4736328125,480.3844000000481
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,45,135,False,,0,prefill,ok,,1766544672.0498505,17,13.315700000021025,13.245439529418945,549.5789999999943,549.5469970703125,0,,,,,13.315700000021025,13.245439529418945,17,1276.6884204340108,489.4736328125,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,45,136,False,,0,kv_decode,ok,,1766544672.0498505,17,13.315700000021025,13.245439529418945,549.5789999999943,549.5469970703125,64,,,,,549.5789999999943,549.5469970703125,64,116.45277567010505,489.4736328125,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,45,137,False,,0,e2e_kv,ok,,1766544672.0498505,17,13.315700000021025,13.245439529418945,549.5789999999943,549.5469970703125,64,,,,,562.8947000000153,562.7924365997314,81,143.89902765117134,489.4736328125,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,46,138,False,,1,prefill,ok,,1766544672.6137793,17,5.116200000202298,5.071872234344482,451.54619999993884,451.5041198730469,0,,,,,5.116200000202298,5.071872234344482,17,3322.77862462918,489.4736328125,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,46,139,False,,1,kv_decode,ok,,1766544672.6137793,17,5.116200000202298,5.071872234344482,451.54619999993884,451.5041198730469,64,,,,,451.54619999993884,451.5041198730469,64,141.73522000629984,489.4736328125,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,46,140,False,,1,e2e_kv,ok,,1766544672.6137793,17,5.116200000202298,5.071872234344482,451.54619999993884,451.5041198730469,64,,,,,456.66240000014113,456.57599210739136,81,177.37391998985458,489.4736328125,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,47,141,False,,2,prefill,ok,,1766544673.0711572,17,5.0722000000860135,5.01964807510376,279.4280999999046,279.40142822265625,0,,,,,5.0722000000860135,5.01964807510376,17,3351.602854720184,489.4736328125,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,47,142,False,,2,kv_decode,ok,,1766544673.0711572,17,5.0722000000860135,5.01964807510376,279.4280999999046,279.40142822265625,64,,,,,279.4280999999046,279.40142822265625,64,229.03924122170196,489.4736328125,
11,medium,hf_gpu_fp16,hf,models/gpt2-50m,hf,50.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,47,143,False,,2,e2e_kv,ok,,1766544673.0711572,17,5.0722000000860135,5.01964807510376,279.4280999999046,279.40142822265625,64,,,,,284.5002999999906,284.42107629776,81,284.70971735355874,489.4736328125,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,48,144,True,0,,prefill,ok,,1766544673.3564107,9,10.734700000057273,,184.0295999998034,,0,,,,,10.734700000057273,,9,838.4025636442548,,183.5759999999027
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,48,145,True,0,,kv_decode,ok,,1766544673.3564107,9,10.734700000057273,,184.0295999998034,,64,,,,,184.0295999998034,,64,347.7701413254627,,183.5759999999027
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,48,146,True,0,,e2e_kv,ok,,1766544673.3564107,9,10.734700000057273,,184.0295999998034,,64,,,,,194.76429999986067,,73,374.8120163708248,,183.5759999999027
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,49,147,False,,0,prefill,ok,,1766544673.7354379,9,5.403500000056738,,203.99680000014087,,0,,,,,5.403500000056738,,9,1665.5871194421204,,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,49,148,False,,0,kv_decode,ok,,1766544673.7354379,9,5.403500000056738,,203.99680000014087,,64,,,,,203.99680000014087,,64,313.730411457218,,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,49,149,False,,0,e2e_kv,ok,,1766544673.7354379,9,5.403500000056738,,203.99680000014087,,64,,,,,209.4003000001976,,73,348.6145912872671,,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,50,150,False,,1,prefill,ok,,1766544673.9455621,9,4.490299999815761,,185.17689999998765,,0,,,,,4.490299999815761,,9,2004.320424107359,,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,50,151,False,,1,kv_decode,ok,,1766544673.9455621,9,4.490299999815761,,185.17689999998765,,64,,,,,185.17689999998765,,64,345.61546283583033,,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,50,152,False,,1,e2e_kv,ok,,1766544673.9455621,9,4.490299999815761,,185.17689999998765,,64,,,,,189.66719999980342,,73,384.8846822227336,,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,51,153,False,,2,prefill,ok,,1766544674.136199,9,4.547499999944193,,189.54499999995278,,0,,,,,4.547499999944193,,9,1979.1094007939412,,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,51,154,False,,2,kv_decode,ok,,1766544674.136199,9,4.547499999944193,,189.54499999995278,,64,,,,,189.54499999995278,,64,337.6506898098918,,
12,short,hf_cpu_fp32,hf,models/tiny-gpt2,hf,124.0,Summarize RLHF in one sentence.,31,64,51,155,False,,2,e2e_kv,ok,,1766544674.136199,9,4.547499999944193,,189.54499999995278,,64,,,,,194.09249999989697,,73,376.1093293148306,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,52,156,True,0,,prefill,ok,,1766544674.3307872,38,8003.2721,,433.2732,,0,8625.902499999938,8622.5807,150.8658,stop,8003.2721,,38,4.748057984933437,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,52,157,True,0,,kv_decode,ok,,1766544674.3307872,38,8003.2721,,433.2732,,36,8625.902499999938,8622.5807,150.8658,stop,433.2732,,36,83.08845319765912,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,52,158,True,0,,e2e_kv,ok,,1766544674.3307872,38,8003.2721,,433.2732,,36,8625.902499999938,8622.5807,150.8658,stop,8436.5453,,74,8.771362846827836,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,53,159,False,,0,prefill,ok,,1766544682.9568174,38,11.9686,,393.9953,,0,586.6596999999274,571.5705,130.2552,stop,11.9686,,38,3174.9745166519056,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,53,160,False,,0,kv_decode,ok,,1766544682.9568174,38,11.9686,,393.9953,,35,586.6596999999274,571.5705,130.2552,stop,393.9953,,35,88.83354699916471,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,53,161,False,,0,e2e_kv,ok,,1766544682.9568174,38,11.9686,,393.9953,,35,586.6596999999274,571.5705,130.2552,stop,405.96389999999997,,73,179.81894449235512,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,54,162,False,,1,prefill,ok,,1766544683.5435867,38,11.9035,,392.1699,,0,581.071300000076,566.9177,127.57,stop,11.9035,,38,3192.3383878691143,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,54,163,False,,1,kv_decode,ok,,1766544683.5435867,38,11.9035,,392.1699,,35,581.071300000076,566.9177,127.57,stop,392.1699,,35,89.2470329823885,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,54,164,False,,1,e2e_kv,ok,,1766544683.5435867,38,11.9035,,392.1699,,35,581.071300000076,566.9177,127.57,stop,404.0734,,73,180.66024638097932,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,55,165,False,,2,prefill,ok,,1766544684.1247754,38,12.1943,,396.3284,,0,576.4788999999837,572.5062,129.7535,stop,12.1943,,38,3116.210032556194,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,55,166,False,,2,kv_decode,ok,,1766544684.1247754,38,12.1943,,396.3284,,35,576.4788999999837,572.5062,129.7535,stop,396.3284,,35,88.31060302516802,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7000.0,Summarize RLHF in one sentence.,31,64,55,167,False,,2,e2e_kv,ok,,1766544684.1247754,38,12.1943,,396.3284,,35,576.4788999999837,572.5062,129.7535,stop,408.5227,,73,178.69264058031538,,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,56,168,True,0,,prefill,ok,,1766544684.7014077,9,78.46330000006674,78.34111785888672,677.6675999999497,677.6361083984375,0,,,,,78.46330000006674,78.34111785888672,9,114.70330715114385,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,56,169,True,0,,kv_decode,ok,,1766544684.7014077,9,78.46330000006674,78.34111785888672,677.6675999999497,677.6361083984375,64,,,,,677.6675999999497,677.6361083984375,64,94.44158168400665,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,56,170,True,0,,e2e_kv,ok,,1766544684.7014077,9,78.46330000006674,78.34111785888672,677.6675999999497,677.6361083984375,64,,,,,756.1309000000165,755.9772262573242,73,96.544130123499,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,57,171,False,,0,prefill,ok,,1766544685.4585385,9,5.35530000001927,5.311327934265137,418.3837999999014,418.3561096191406,0,,,,,5.35530000001927,5.311327934265137,9,1680.5781188668452,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,57,172,False,,0,kv_decode,ok,,1766544685.4585385,9,5.35530000001927,5.311327934265137,418.3837999999014,418.3561096191406,64,,,,,418.3837999999014,418.3561096191406,64,152.9695939470292,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,57,173,False,,0,e2e_kv,ok,,1766544685.4585385,9,5.35530000001927,5.311327934265137,418.3837999999014,418.3561096191406,64,,,,,423.73909999992065,423.66743755340576,73,172.27581783227856,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,58,174,False,,1,prefill,ok,,1766544685.8829377,9,5.689699999948061,5.641215801239014,425.65620000004856,425.63055419921875,0,,,,,5.689699999948061,5.641215801239014,9,1581.8057191208952,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,58,175,False,,1,kv_decode,ok,,1766544685.8829377,9,5.689699999948061,5.641215801239014,425.65620000004856,425.63055419921875,64,,,,,425.65620000004856,425.63055419921875,64,150.3560854980914,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,58,176,False,,1,e2e_kv,ok,,1766544685.8829377,9,5.689699999948061,5.641215801239014,425.65620000004856,425.63055419921875,64,,,,,431.3458999999966,431.27177000045776,73,169.2377277725384,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,59,177,False,,2,prefill,ok,,1766544686.3148992,9,6.148400000029142,6.102816104888916,490.40790000003653,490.3648986816406,0,,,,,6.148400000029142,6.102816104888916,9,1463.7954589742603,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,59,178,False,,2,kv_decode,ok,,1766544686.3148992,9,6.148400000029142,6.102816104888916,490.40790000003653,490.3648986816406,64,,,,,490.40790000003653,490.3648986816406,64,130.50360730321682,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,59,179,False,,2,e2e_kv,ok,,1766544686.3148992,9,6.148400000029142,6.102816104888916,490.40790000003653,490.3648986816406,64,,,,,496.5563000000657,496.46771478652954,73,147.01253412753064,489.1572265625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,60,180,True,0,,prefill,ok,,1766544686.8121297,17,3.134600000066712,3.0556159019470215,155.3518000000622,155.30905151367188,0,,,,,3.134600000066712,3.0556159019470215,17,5423.339500937344,539.3515625,274.3307000000641
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,60,181,True,0,,kv_decode,ok,,1766544686.8121297,17,3.134600000066712,3.0556159019470215,155.3518000000622,155.30905151367188,64,,,,,155.3518000000622,155.30905151367188,64,411.9681909058947,539.3515625,274.3307000000641
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,60,182,True,0,,e2e_kv,ok,,1766544686.8121297,17,3.134600000066712,3.0556159019470215,155.3518000000622,155.30905151367188,64,,,,,158.48640000012892,158.3646674156189,81,511.08486280169217,539.3515625,274.3307000000641
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,61,183,False,,0,prefill,ok,,1766544687.2458441,17,2.53740000016478,2.490367889404297,197.7044999998725,197.65554809570312,0,,,,,2.53740000016478,2.490367889404297,17,6699.771419128246,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,61,184,False,,0,kv_decode,ok,,1766544687.2458441,17,2.53740000016478,2.490367889404297,197.7044999998725,197.65554809570312,64,,,,,197.7044999998725,197.65554809570312,64,323.7154440088176,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,61,185,False,,0,e2e_kv,ok,,1766544687.2458441,17,2.53740000016478,2.490367889404297,197.7044999998725,197.65554809570312,64,,,,,200.24190000003728,200.14591598510742,81,404.5107442547485,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,62,186,False,,1,prefill,ok,,1766544687.4469762,17,8.1339000000753,8.011775970458984,141.4092999998502,141.3570556640625,0,,,,,8.1339000000753,8.011775970458984,17,2090.018318376501,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,62,187,False,,1,kv_decode,ok,,1766544687.4469762,17,8.1339000000753,8.011775970458984,141.4092999998502,141.3570556640625,64,,,,,141.4092999998502,141.3570556640625,64,452.5869232085004,539.3515625,
