task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,batch_size_config,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,batch_size,seq_len,prompt_tokens_raw,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens_raw,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gen_tokens,gpu_peak_mb,hf_load_ms
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,52,156,True,0,,prefill,ok,,1766553804.0528226,1,,38,86.5886,,488.9803,869.2983111111112,13.582786111111112,,36,64,726.3583000003564,723.7989,124.3538,stop,7600.0,86.5886,,38,438.8568472062142,0,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,52,157,True,0,,kv_decode,ok,,1766553804.0528226,1,,38,86.5886,,488.9803,869.2983111111112,13.582786111111112,,36,64,726.3583000003564,723.7989,124.3538,stop,7600.0,869.2983111111112,,64,73.62259788380022,64,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,52,158,True,0,,e2e_kv,ok,,1766553804.0528226,1,,38,86.5886,,488.9803,869.2983111111112,13.582786111111112,,36,64,726.3583000003564,723.7989,124.3538,stop,7600.0,955.8869111111112,,102,106.70718346947177,64,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,53,159,False,,0,prefill,ok,,1766553804.779414,1,,38,11.5517,,388.3667,710.1562514285714,11.096191428571428,,35,64,583.1252000007225,559.7181,133.1238,stop,7600.0,11.5517,,38,3289.5591125115784,0,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,53,160,False,,0,kv_decode,ok,,1766553804.779414,1,,38,11.5517,,388.3667,710.1562514285714,11.096191428571428,,35,64,583.1252000007225,559.7181,133.1238,stop,7600.0,710.1562514285714,,64,90.12101191992002,64,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,53,161,False,,0,e2e_kv,ok,,1766553804.779414,1,,38,11.5517,,388.3667,710.1562514285714,11.096191428571428,,35,64,583.1252000007225,559.7181,133.1238,stop,7600.0,721.7079514285714,,102,141.33140669726308,64,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,54,162,False,,1,prefill,ok,,1766553805.3626688,1,,38,11.4448,,388.7356,710.8308114285713,11.106731428571427,,35,64,565.7021000006353,551.7945,122.0726,stop,7600.0,11.4448,,38,3320.285195023067,0,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,54,163,False,,1,kv_decode,ok,,1766553805.3626688,1,,38,11.4448,,388.7356,710.8308114285713,11.106731428571427,,35,64,565.7021000006353,551.7945,122.0726,stop,7600.0,710.8308114285713,,64,90.03548941748583,64,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,54,164,False,,1,e2e_kv,ok,,1766553805.3626688,1,,38,11.4448,,388.7356,710.8308114285713,11.106731428571427,,35,64,565.7021000006353,551.7945,122.0726,stop,7600.0,722.2756114285713,,102,141.22032972739683,64,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,55,165,False,,2,prefill,ok,,1766553805.9284976,1,,38,11.86,,387.7914,709.1042742857143,11.079754285714285,,35,64,559.9736000003759,538.4553,109.8071,stop,7600.0,11.86,,38,3204.0472175379427,0,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,55,166,False,,2,kv_decode,ok,,1766553805.9284976,1,,38,11.86,,387.7914,709.1042742857143,11.079754285714285,,35,64,559.9736000003759,538.4553,109.8071,stop,7600.0,709.1042742857143,,64,90.25470910391515,64,,
13,short,ollama,ollama,qwen2.5:7b,ollama,7600.0,7600.0,Summarize RLHF in one sentence.,31,64,1,55,167,False,,2,e2e_kv,ok,,1766553805.9284976,1,,38,11.86,,387.7914,709.1042742857143,11.079754285714285,,35,64,559.9736000003759,538.4553,109.8071,stop,7600.0,720.9642742857143,,102,141.47719053215937,64,,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,56,168,True,0,,prefill,ok,,1766553806.4905062,1,9,9,70.30729999860341,70.22176361083984,516.2438000006659,,,516.1905517578125,64,,,,,,96.08832,70.30729999860341,70.22176361083984,9,128.00946701379198,0,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,56,169,True,0,,kv_decode,ok,,1766553806.4905062,1,9,9,70.30729999860341,70.22176361083984,516.2438000006659,,,516.1905517578125,64,,,,,,96.08832,516.2438000006659,516.1905517578125,64,123.97243317966714,64,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,56,170,True,0,,e2e_kv,ok,,1766553806.4905062,1,9,9,70.30729999860341,70.22176361083984,516.2438000006659,,,516.1905517578125,64,,,,,,96.08832,586.5510999992694,586.4123153686523,73,124.45633466562577,64,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,57,171,False,,0,prefill,ok,,1766553807.0784292,1,9,9,9.22549999995681,9.165216445922852,508.4956999999122,,,508.45172119140625,64,,,,,,96.08832,9.22549999995681,9.165216445922852,9,975.5568803904541,0,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,57,172,False,,0,kv_decode,ok,,1766553807.0784292,1,9,9,9.22549999995681,9.165216445922852,508.4956999999122,,,508.45172119140625,64,,,,,,96.08832,508.4956999999122,508.45172119140625,64,125.8614379630173,64,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,57,173,False,,0,e2e_kv,ok,,1766553807.0784292,1,9,9,9.22549999995681,9.165216445922852,508.4956999999122,,,508.45172119140625,64,,,,,,96.08832,517.721199999869,517.6169376373291,73,141.00253186467634,64,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,58,174,False,,1,prefill,ok,,1766553807.5970457,1,9,9,9.001500000522356,8.939552307128906,519.3255000012869,,,519.28369140625,64,,,,,,96.08832,9.001500000522356,8.939552307128906,9,999.833361048462,0,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,58,175,False,,1,kv_decode,ok,,1766553807.5970457,1,9,9,9.001500000522356,8.939552307128906,519.3255000012869,,,519.28369140625,64,,,,,,96.08832,519.3255000012869,519.28369140625,64,123.23677539393196,64,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,58,176,False,,1,e2e_kv,ok,,1766553807.5970457,1,9,9,9.001500000522356,8.939552307128906,519.3255000012869,,,519.28369140625,64,,,,,,96.08832,528.3270000018092,528.2232437133789,73,138.172003323226,64,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,59,177,False,,2,prefill,ok,,1766553808.126336,1,9,9,10.044799999377574,9.991392135620117,511.95800000095915,,,511.93548583984375,64,,,,,,96.08832,10.044799999377574,9.991392135620117,9,895.9859828525889,0,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,59,178,False,,2,kv_decode,ok,,1766553808.126336,1,9,9,10.044799999377574,9.991392135620117,511.95800000095915,,,511.93548583984375,64,,,,,,96.08832,511.95800000095915,511.93548583984375,64,125.01025474722555,64,489.1572265625,
14,short,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Summarize RLHF in one sentence.,31,64,1,59,179,False,,2,e2e_kv,ok,,1766553808.126336,1,9,9,10.044799999377574,9.991392135620117,511.95800000095915,,,511.93548583984375,64,,,,,,96.08832,522.0028000003367,521.9268779754639,73,139.84599316316485,64,489.1572265625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,60,180,True,0,,prefill,ok,,1766553808.6491895,1,17,17,4.685399999289075,4.6038079261779785,216.93410000079894,,,216.85968017578125,64,,,,,,25.016064,4.685399999289075,4.6038079261779785,17,3628.292142096607,0,539.3515625,316.86029999946186
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,60,181,True,0,,kv_decode,ok,,1766553808.6491895,1,17,17,4.685399999289075,4.6038079261779785,216.93410000079894,,,216.85968017578125,64,,,,,,25.016064,216.93410000079894,216.85968017578125,64,295.0204693488221,64,539.3515625,316.86029999946186
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,60,182,True,0,,e2e_kv,ok,,1766553808.6491895,1,17,17,4.685399999289075,4.6038079261779785,216.93410000079894,,,216.85968017578125,64,,,,,,25.016064,221.619500000088,221.46348810195923,81,365.49130378855574,64,539.3515625,316.86029999946186
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,61,183,False,,0,prefill,ok,,1766553809.1889367,1,17,17,4.1584999999031425,4.0930562019348145,216.9659999999567,,,216.90982055664062,64,,,,,,25.016064,4.1584999999031425,4.0930562019348145,17,4088.012504604053,0,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,61,184,False,,0,kv_decode,ok,,1766553809.1889367,1,17,17,4.1584999999031425,4.0930562019348145,216.9659999999567,,,216.90982055664062,64,,,,,,25.016064,216.9659999999567,216.90982055664062,64,294.9770931851662,64,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,61,185,False,,0,e2e_kv,ok,,1766553809.1889367,1,17,17,4.1584999999031425,4.0930562019348145,216.9659999999567,,,216.90982055664062,64,,,,,,25.016064,221.12449999985984,221.00287675857544,81,366.30947724042943,64,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,62,186,False,,1,prefill,ok,,1766553809.411101,1,17,17,4.055899999002577,3.9906558990478516,215.61250000013388,,,215.552001953125,64,,,,,,25.016064,4.055899999002577,3.9906558990478516,17,4191.424838921232,0,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,62,187,False,,1,kv_decode,ok,,1766553809.411101,1,17,17,4.055899999002577,3.9906558990478516,215.61250000013388,,,215.552001953125,64,,,,,,25.016064,215.61250000013388,215.552001953125,64,296.8288016694777,64,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,62,188,False,,1,e2e_kv,ok,,1766553809.411101,1,17,17,4.055899999002577,3.9906558990478516,215.61250000013388,,,215.552001953125,64,,,,,,25.016064,219.66839999913645,219.54265785217285,81,368.73760632079274,64,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,63,189,False,,2,prefill,ok,,1766553809.631666,1,17,17,4.180300000371062,4.120160102844238,222.407999999632,,,222.33494567871094,64,,,,,,25.016064,4.180300000371062,4.120160102844238,17,4066.6937775975416,0,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,63,190,False,,2,kv_decode,ok,,1766553809.631666,1,17,17,4.180300000371062,4.120160102844238,222.407999999632,,,222.33494567871094,64,,,,,,25.016064,222.407999999632,222.33494567871094,64,287.7594331143929,64,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,63,191,False,,2,e2e_kv,ok,,1766553809.631666,1,17,17,4.180300000371062,4.120160102844238,222.407999999632,,,222.33494567871094,64,,,,,,25.016064,226.58830000000307,226.45510578155518,81,357.4765334308916,64,539.3515625,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,64,192,True,0,,prefill,ok,,1766553809.8591263,1,1,1,3.8736000005883398,3.8124160766601562,216.98230000038166,,,216.9231414794922,64,,,,,,25.016064,3.8736000005883398,3.8124160766601562,1,258.15778599961675,0,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,64,193,True,0,,kv_decode,ok,,1766553809.8591263,1,1,1,3.8736000005883398,3.8124160766601562,216.98230000038166,,,216.9231414794922,64,,,,,,25.016064,216.98230000038166,216.9231414794922,64,294.95493411161846,64,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,64,194,True,0,,e2e_kv,ok,,1766553809.8591263,1,1,1,3.8736000005883398,3.8124160766601562,216.98230000038166,,,216.9231414794922,64,,,,,,25.016064,220.85590000097,220.73555755615234,65,294.3095475362647,64,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,65,195,False,,0,prefill,ok,,1766553810.080973,1,1,1,3.9319999996223487,3.8772480487823486,213.47769999920274,,,213.43026733398438,64,,,,,,25.016064,3.9319999996223487,3.8772480487823486,1,254.32349951577964,0,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,65,196,False,,0,kv_decode,ok,,1766553810.080973,1,1,1,3.9319999996223487,3.8772480487823486,213.47769999920274,,,213.43026733398438,64,,,,,,25.016064,213.47769999920274,213.43026733398438,64,299.79712166769184,64,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,65,197,False,,0,e2e_kv,ok,,1766553810.080973,1,1,1,3.9319999996223487,3.8772480487823486,213.47769999920274,,,213.43026733398438,64,,,,,,25.016064,217.4096999988251,217.30751538276672,65,298.9747007624373,64,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,66,198,False,,1,prefill,ok,,1766553810.2991712,1,1,1,3.6416000002645887,3.5880320072174072,205.15940000041155,,,205.11334228515625,64,,,,,,25.016064,3.6416000002645887,3.5880320072174072,1,274.6045694000831,0,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,66,199,False,,1,kv_decode,ok,,1766553810.2991712,1,1,1,3.6416000002645887,3.5880320072174072,205.15940000041155,,,205.11334228515625,64,,,,,,25.016064,205.15940000041155,205.11334228515625,64,311.9525598138404,64,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,66,200,False,,1,e2e_kv,ok,,1766553810.2991712,1,1,1,3.6416000002645887,3.5880320072174072,205.15940000041155,,,205.11334228515625,64,,,,,,25.016064,208.80100000067614,208.70137429237366,65,311.30119108524156,64,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,67,201,False,,2,prefill,ok,,1766553810.5087657,1,1,1,3.8646999983029673,3.8054399490356445,223.6706999992748,,,223.62112426757812,64,,,,,,25.016064,3.8646999983029673,3.8054399490356445,1,258.7522965402518,0,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,67,202,False,,2,kv_decode,ok,,1766553810.5087657,1,1,1,3.8646999983029673,3.8054399490356445,223.6706999992748,,,223.62112426757812,64,,,,,,25.016064,223.6706999992748,223.62112426757812,64,286.13492960949964,64,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.016,25.016,Hello,5,64,1,67,203,False,,2,e2e_kv,ok,,1766553810.5087657,1,1,1,3.8646999983029673,3.8054399490356445,223.6706999992748,,,223.62112426757812,64,,,,,,25.016064,227.53539999757777,227.42656421661377,65,285.66983423542865,64,537.74755859375,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,68,204,True,0,,prefill,ok,,1766553810.7372313,1,9,9,37.32619999937015,,707.3916999997891,,,,64,,,,,,25.016064,37.32619999937015,,9,241.11749924052995,0,,148.52299999984098
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,68,205,True,0,,kv_decode,ok,,1766553810.7372313,1,9,9,37.32619999937015,,707.3916999997891,,,,64,,,,,,25.016064,707.3916999997891,,64,90.47321307278426,64,,148.52299999984098
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,68,206,True,0,,e2e_kv,ok,,1766553810.7372313,1,9,9,37.32619999937015,,707.3916999997891,,,,64,,,,,,25.016064,744.7178999991593,,73,98.0236946098414,64,,148.52299999984098
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,69,207,False,,0,prefill,ok,,1766553811.6311188,1,9,9,16.009200000553392,,703.2911000005697,,,,64,,,,,,25.016064,16.009200000553392,,9,562.1767483502546,0,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,69,208,False,,0,kv_decode,ok,,1766553811.6311188,1,9,9,16.009200000553392,,703.2911000005697,,,,64,,,,,,25.016064,703.2911000005697,,64,91.00072501976516,64,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,69,209,False,,0,e2e_kv,ok,,1766553811.6311188,1,9,9,16.009200000553392,,703.2911000005697,,,,64,,,,,,25.016064,719.3003000011231,,73,101.4875150196462,64,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,70,210,False,,1,prefill,ok,,1766553812.3509476,1,9,9,15.96120000067458,,686.7735000014363,,,,64,,,,,,25.016064,15.96120000067458,,9,563.8673783687709,0,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,70,211,False,,1,kv_decode,ok,,1766553812.3509476,1,9,9,15.96120000067458,,686.7735000014363,,,,64,,,,,,25.016064,686.7735000014363,,64,93.18938485521959,64,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,70,212,False,,1,e2e_kv,ok,,1766553812.3509476,1,9,9,15.96120000067458,,686.7735000014363,,,,64,,,,,,25.016064,702.7347000021109,,73,103.8798852536821,64,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,71,213,False,,2,prefill,ok,,1766553813.0542963,1,9,9,13.933199999883072,,666.5145000006305,,,,64,,,,,,25.016064,13.933199999883072,,9,645.9391955958091,0,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,71,214,False,,2,kv_decode,ok,,1766553813.0542963,1,9,9,13.933199999883072,,666.5145000006305,,,,64,,,,,,25.016064,666.5145000006305,,64,96.021917002465,64,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.016,25.016,Summarize RLHF in one sentence.,31,64,1,71,215,False,,2,e2e_kv,ok,,1766553813.0542963,1,9,9,13.933199999883072,,666.5145000006305,,,,64,,,,,,25.016064,680.4477000005136,,73,107.28230839775769,64,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,72,216,True,0,,prefill,ok,,1766553813.7353299,1,17,17,787.9304999987653,,1965.0101999995968,,,,64,,,,,,96.08832,787.9304999987653,,17,21.575506976854733,0,,416.11399999965215
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,72,217,True,0,,kv_decode,ok,,1766553813.7353299,1,17,17,787.9304999987653,,1965.0101999995968,,,,64,,,,,,96.08832,1965.0101999995968,,64,32.56980549007488,64,,416.11399999965215
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,72,218,True,0,,e2e_kv,ok,,1766553813.7353299,1,17,17,787.9304999987653,,1965.0101999995968,,,,64,,,,,,96.08832,2752.940699998362,,81,29.423082015550932,64,,416.11399999965215
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,73,219,False,,0,prefill,ok,,1766553816.9067516,1,17,17,47.06819999955769,,1767.5097999999707,,,,64,,,,,,96.08832,47.06819999955769,,17,361.17803527986524,0,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,73,220,False,,0,kv_decode,ok,,1766553816.9067516,1,17,17,47.06819999955769,,1767.5097999999707,,,,64,,,,,,96.08832,1767.5097999999707,,64,36.20913445571904,64,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,73,221,False,,0,e2e_kv,ok,,1766553816.9067516,1,17,17,47.06819999955769,,1767.5097999999707,,,,64,,,,,,96.08832,1814.5779999995284,,81,44.638477927110905,64,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,74,222,False,,1,prefill,ok,,1766553818.721868,1,17,17,44.418000001314795,,1601.6540999989957,,,,64,,,,,,96.08832,44.418000001314795,,17,382.7277229838532,0,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,74,223,False,,1,kv_decode,ok,,1766553818.721868,1,17,17,44.418000001314795,,1601.6540999989957,,,,64,,,,,,96.08832,1601.6540999989957,,64,39.958690206605866,64,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,74,224,False,,1,e2e_kv,ok,,1766553818.721868,1,17,17,44.418000001314795,,1601.6540999989957,,,,64,,,,,,96.08832,1646.0721000003105,,81,49.20805109325693,64,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,75,225,False,,2,prefill,ok,,1766553820.3689973,1,17,17,45.402899999317015,,1617.8211999995256,,,,64,,,,,,96.08832,45.402899999317015,,17,374.42542217029586,0,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,75,226,False,,2,kv_decode,ok,,1766553820.3689973,1,17,17,45.402899999317015,,1617.8211999995256,,,,64,,,,,,96.08832,1617.8211999995256,,64,39.55937776066896,64,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,75,227,False,,2,e2e_kv,ok,,1766553820.3689973,1,17,17,45.402899999317015,,1617.8211999995256,,,,64,,,,,,96.08832,1663.2240999988426,,81,48.700593022946435,64,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,76,228,True,0,,prefill,ok,,1766553822.032769,1,1,1,18.01549999981944,,677.6397000012366,,,,64,,,,,,45.1712,18.01549999981944,,1,55.50775720962629,0,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,76,229,True,0,,kv_decode,ok,,1766553822.032769,1,1,1,18.01549999981944,,677.6397000012366,,,,64,,,,,,45.1712,677.6397000012366,,64,94.44547006304856,64,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,76,230,True,0,,e2e_kv,ok,,1766553822.032769,1,1,1,18.01549999981944,,677.6397000012366,,,,64,,,,,,45.1712,695.6552000010561,,65,93.43709354850121,64,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,77,231,False,,0,prefill,ok,,1766553822.72885,1,1,1,13.50809999894409,,716.2485000008019,,,,64,,,,,,45.1712,13.50809999894409,,1,74.02965628609269,0,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,77,232,False,,0,kv_decode,ok,,1766553822.72885,1,1,1,13.50809999894409,,716.2485000008019,,,,64,,,,,,45.1712,716.2485000008019,,64,89.35446287137543,64,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,77,233,False,,0,e2e_kv,ok,,1766553822.72885,1,1,1,13.50809999894409,,716.2485000008019,,,,64,,,,,,45.1712,729.756599999746,,65,89.07079428952424,64,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,78,234,False,,1,prefill,ok,,1766553823.4590538,1,1,1,11.62079999994603,,662.5911999999516,,,,64,,,,,,45.1712,11.62079999994603,,1,86.05259534667529,0,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,78,235,False,,1,kv_decode,ok,,1766553823.4590538,1,1,1,11.62079999994603,,662.5911999999516,,,,64,,,,,,45.1712,662.5911999999516,,64,96.59047690341295,64,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,78,236,False,,1,e2e_kv,ok,,1766553823.4590538,1,1,1,11.62079999994603,,662.5911999999516,,,,64,,,,,,45.1712,674.2119999998977,,65,96.40884469574831,64,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,79,237,False,,2,prefill,ok,,1766553824.1336343,1,1,1,9.984100001020124,,640.8140999992611,,,,64,,,,,,45.1712,9.984100001020124,,1,100.15925320237429,0,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.171,45.171,Hello,5,64,1,79,238,False,,2,kv_decode,ok,,1766553824.1336343,1,1,1,9.984100001020124,,640.8140999992611,,,,64,,,,,,45.1712,640.8140999992611,,64,99.872958475904,64,,
